StartTime,FinishTime,Status,Error,CT,Barcode,ProductType,Description,SPC,K-fin up surface profile,L-fin up surface parallelism,J-pedestal flatness,M-vc down surface profile,O-inner standoff profile,N-outer standoff profile,SPCMIN,上表面轮廓度MIN,上表面平行度MIN,凸台平面度MIN,下表面轮廓度MIN,内螺柱轮廓度MIN,外螺柱轮廓度MIN,SPCMAX,上表面轮廓度MAX,上表面平行度MAX,凸台平面度MAX,下表面轮廓度MAX,内螺柱轮廓度MAX,外螺柱轮廓度MAX,SPEC,SPEC-K,UpLimit-K,DownLimit-K,SPEC-L,UpLimit-L,DownLimit-L,SPEC-J,UpLimit-J,DownLimit-J,SPEC-M,UpLimit-M,DownLimit-M,SPEC-O,UpLimit-O,DownLimit-O,SPEC-N,UpLimit-N,DownLimit-N,,SPC,K-fin up surface profile,L-fin up surface parallelism,J-pedestal flatness,M-vc down surface profile,O-inner standoff profile,N-outer standoff profile,SPCMIN,K-MIN,L-MIN,J-MIN,M-MIN,O-MIN,N-MIN,SPCMAX,K-MAX,L-MAX,J-MAX,M-MAX,O-MAX,N-MAX,SPEC,SPEC-K,UpLimit-K,DownLimit-K,SPEC-L,UpLimit-L,DownLimit-L,SPEC-J,UpLimit-J,DownLimit-J,SPEC-M,UpLimit-M,DownLimit-M,SPEC-O,UpLimit-O,DownLimit-O,SPEC-N,UpLimit-N,DownLimit-N,RawUp,up,up,up,up,up,up,up,up,RawDown,outer,outer,outer,outer,down,down,down,inner,ped1,ped1,ped1,inner,down,inner,ped1,ped1,down,inner,RawUpSTATUS,up,up,up,up,up,up,up,up,RawDownSTATUS,outer,outer,outer,outer,down,down,down,inner,ped1,ped1,ped1,inner,down,inner,ped1,ped1,down,inner,RawUpGT,up,up,up,up,up,up,up,up,RawDownGT,outer,outer,outer,outer,down,down,down,inner,ped1,ped1,ped1,inner,down,inner,ped1,ped1,down,inner,
20181104-154929,20181104-155013,OK,,44.41,,VaporChamber,LeftStation-A117VC,SPC,-10.531,0.119,0.010,-6.010,0.006,5.476,SPC MIN,-10.531,-10.522,-0.006,-6.010,-0.042,5.296,SPC MAX,-10.349,-10.403,0.004,-5.964,0.006,5.476,SPEC,-10.50,0.200,-0.20,0.00,0.260,0.00,0.00,0.040,0.00,-6.00,0.100,-0.10,0.00,0.150,-0.15,5.33,0.150,-0.15,,SPC,-10.531,0.119,0.010,-6.010,0.006,5.476,SPCMIN,-10.531,-10.522,-0.006,-6.010,-0.042,5.296,SPCMAX,-10.349,-10.403,0.004,-5.964,0.006,5.476,SPEC,-10.50,0.200,-0.20,0.00,0.260,0.00,0.00,0.040,0.00,-6.00,0.100,-0.10,0.00,0.150,-0.15,5.33,0.150,-0.15,RawUp,-10.506,-10.507,-10.434,-10.516,-10.520,-10.590,-10.535,-10.499,RawDown,5.314,5.311,5.391,5.290,-6.088,-6.036,-6.061,-0.093,-0.037,-0.030,-0.024,-0.054,-6.001,0.010,-0.011,-0.016,-6.002,-0.020,RawUpSTATUS,False,False,False,False,False,False,False,False,RawDownSTATUS,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,RawUpGT,2.529,2.581,2.410,2.442,2.534,2.630,2.518,2.455,RawDownGT,2.173,2.193,1.979,1.855,1.745,1.812,1.883,1.980,1.960,1.996,1.978,2.033,2.054,2.204,2.042,2.032,2.038,2.161,
20181104-155016,20181104-155100,OK,,44.52,,VaporChamber,LeftStation-A117VC,SPC,-10.534,0.116,0.008,-6.009,0.005,5.472,SPC MIN,-10.534,-10.521,-0.005,-6.009,-0.043,5.295,SPC MAX,-10.353,-10.406,0.003,-5.966,0.005,5.472,SPEC,-10.50,0.200,-0.20,0.00,0.260,0.00,0.00,0.040,0.00,-6.00,0.100,-0.10,0.00,0.150,-0.15,5.33,0.150,-0.15,,SPC,-10.534,0.116,0.008,-6.009,0.005,5.472,SPCMIN,-10.534,-10.521,-0.005,-6.009,-0.043,5.295,SPCMAX,-10.353,-10.406,0.003,-5.966,0.005,5.472,SPEC,-10.50,0.200,-0.20,0.00,0.260,0.00,0.00,0.040,0.00,-6.00,0.100,-0.10,0.00,0.150,-0.15,5.33,0.150,-0.15,RawUp,-10.507,-10.510,-10.438,-10.519,-10.523,-10.590,-10.535,-10.498,RawDown,5.313,5.310,5.388,5.289,-6.088,-6.038,-6.060,-0.095,-0.038,-0.029,-0.025,-0.055,-6.001,0.009,-0.011,-0.017,-6.002,-0.020,RawUpSTATUS,False,False,False,False,False,False,False,False,RawDownSTATUS,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,RawUpGT,2.530,2.584,2.414,2.444,2.537,2.630,2.517,2.454,RawDownGT,2.172,2.193,1.976,1.854,1.746,1.811,1.884,1.978,1.959,1.996,1.977,2.032,2.053,2.204,2.042,2.031,2.038,2.161,
20181104-155105,20181104-155150,OK,,44.46,,VaporChamber,LeftStation-A117VC,SPC,-10.537,0.128,0.008,-6.009,0.005,5.479,SPC MIN,-10.537,-10.528,-0.006,-6.009,-0.042,5.295,SPC MAX,-10.346,-10.401,0.003,-5.962,0.005,5.479,SPEC,-10.50,0.200,-0.20,0.00,0.260,0.00,0.00,0.040,0.00,-6.00,0.100,-0.10,0.00,0.150,-0.15,5.33,0.150,-0.15,,SPC,-10.537,0.128,0.008,-6.009,0.005,5.479,SPCMIN,-10.537,-10.528,-0.006,-6.009,-0.042,5.295,SPCMAX,-10.346,-10.401,0.003,-5.962,0.005,5.479,SPEC,-10.50,0.200,-0.20,0.00,0.260,0.00,0.00,0.040,0.00,-6.00,0.100,-0.10,0.00,0.150,-0.15,5.33,0.150,-0.15,RawUp,-10.510,-10.507,-10.434,-10.521,-10.520,-10.588,-10.537,-10.502,RawDown,5.312,5.311,5.391,5.291,-6.087,-6.036,-6.060,-0.092,-0.035,-0.028,-0.024,-0.053,-5.999,0.011,-0.009,-0.015,-6.001,-0.020,RawUpSTATUS,False,False,False,False,False,False,False,False,RawDownSTATUS,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,RawUpGT,2.533,2.581,2.411,2.447,2.534,2.628,2.519,2.459,RawDownGT,2.172,2.194,1.979,1.856,1.747,1.813,1.884,1.981,1.962,1.998,1.978,2.034,2.055,2.205,2.045,2.034,2.039,2.161,
20181104-155209,20181104-155254,NG,上表面轮廓度 -10.748 超差|下表面轮廓度 -6.198 超差|,44.68,,VaporChamber,LeftStation-A117VC,SPC,-10.748,0.167,0.009,-6.198,-0.011,5.263,SPC MIN,-10.748,-10.657,-0.004,-6.198,-0.043,5.051,SPC MAX,-10.479,-10.489,0.005,-6.001,-0.011,5.263,SPEC,-10.50,0.200,-0.20,0.00,0.260,0.00,0.00,0.040,0.00,-6.00,0.100,-0.10,0.00,0.150,-0.15,5.33,0.150,-0.15,,SPC,-10.748,0.167,0.009,-6.198,-0.011,5.263,SPCMIN,-10.748,-10.657,-0.004,-6.198,-0.043,5.051,SPCMAX,-10.479,-10.489,0.005,-6.001,-0.011,5.263,SPEC,-10.50,0.200,-0.20,0.00,0.260,0.00,0.00,0.040,0.00,-6.00,0.100,-0.10,0.00,0.150,-0.15,5.33,0.150,-0.15,RawUp,-10.447,-10.523,-10.452,-10.482,-10.340,-10.361,-10.340,-10.355,RawDown,5.379,5.359,5.378,5.276,-5.991,-5.952,-5.860,0.121,0.144,0.130,0.143,0.131,-5.896,0.064,0.119,0.136,-5.860,0.089,RawUpSTATUS,False,False,False,False,False,False,False,False,RawDownSTATUS,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,RawUpGT,2.470,2.597,2.428,2.408,2.354,2.401,2.323,2.311,RawDownGT,2.238,2.242,1.966,1.841,1.843,1.897,2.084,2.195,2.141,2.156,2.145,2.218,2.158,2.258,2.172,2.184,2.179,2.270,
20181104-155258,20181104-155343,NG,上表面轮廓度 -10.755 超差|下表面轮廓度 -6.208 超差|,44.48,,VaporChamber,LeftStation-A117VC,SPC,-10.755,0.180,0.009,-6.208,-0.012,5.265,SPC MIN,-10.755,-10.663,-0.004,-6.208,-0.044,5.042,SPC MAX,-10.477,-10.482,0.005,-6.002,-0.012,5.265,SPEC,-10.50,0.200,-0.20,0.00,0.260,0.00,0.00,0.040,0.00,-6.00,0.100,-0.10,0.00,0.150,-0.15,5.33,0.150,-0.15,,SPC,-10.755,0.180,0.009,-6.208,-0.012,5.265,SPCMIN,-10.755,-10.663,-0.004,-6.208,-0.044,5.042,SPCMAX,-10.477,-10.482,0.005,-6.002,-0.012,5.265,SPEC,-10.50,0.200,-0.20,0.00,0.260,0.00,0.00,0.040,0.00,-6.00,0.100,-0.10,0.00,0.150,-0.15,5.33,0.150,-0.15,RawUp,-10.455,-10.515,-10.440,-10.478,-10.333,-10.351,-10.330,-10.356,RawDown,5.376,5.356,5.380,5.282,-5.988,-5.947,-5.858,0.121,0.147,0.130,0.144,0.133,-5.897,0.063,0.117,0.134,-5.861,0.087,RawUpSTATUS,False,False,False,False,False,False,False,False,RawDownSTATUS,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,RawUpGT,2.478,2.589,2.416,2.403,2.347,2.391,2.313,2.313,RawDownGT,2.236,2.238,1.968,1.847,1.845,1.901,2.086,2.195,2.144,2.155,2.146,2.220,2.158,2.258,2.171,2.183,2.179,2.268,
20181104-155346,20181104-155431,NG,上表面轮廓度 -10.745 超差|下表面轮廓度 -6.199 超差|,44.34,,VaporChamber,LeftStation-A117VC,SPC,-10.745,0.167,0.009,-6.199,-0.012,5.260,SPC MIN,-10.745,-10.655,-0.004,-6.199,-0.044,5.054,SPC MAX,-10.478,-10.488,0.005,-6.002,-0.012,5.260,SPEC,-10.50,0.200,-0.20,0.00,0.260,0.00,0.00,0.040,0.00,-6.00,0.100,-0.10,0.00,0.150,-0.15,5.33,0.150,-0.15,,SPC,-10.745,0.167,0.009,-6.199,-0.012,5.260,SPCMIN,-10.745,-10.655,-0.004,-6.199,-0.044,5.054,SPCMAX,-10.478,-10.488,0.005,-6.002,-0.012,5.260,SPEC,-10.50,0.200,-0.20,0.00,0.260,0.00,0.00,0.040,0.00,-6.00,0.100,-0.10,0.00,0.150,-0.15,5.33,0.150,-0.15,RawUp,-10.458,-10.515,-10.440,-10.477,-10.334,-10.353,-10.335,-10.356,RawDown,5.376,5.355,5.378,5.284,-5.988,-5.947,-5.858,0.124,0.145,0.130,0.144,0.132,-5.897,0.062,0.119,0.135,-5.861,0.086,RawUpSTATUS,False,False,False,False,False,False,False,False,RawDownSTATUS,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,RawUpGT,2.481,2.589,2.417,2.402,2.348,2.393,2.317,2.312,RawDownGT,2.236,2.238,1.966,1.849,1.846,1.901,2.086,2.197,2.142,2.156,2.146,2.219,2.158,2.257,2.172,2.184,2.178,2.267,
20181104-155434,20181104-155519,NG,上表面轮廓度 -10.746 超差|下表面轮廓度 -6.198 超差|,44.44,,VaporChamber,LeftStation-A117VC,SPC,-10.746,0.163,0.010,-6.198,-0.012,5.257,SPC MIN,-10.746,-10.655,-0.005,-6.198,-0.046,5.051,SPC MAX,-10.479,-10.492,0.005,-6.000,-0.012,5.257,SPEC,-10.50,0.200,-0.20,0.00,0.260,0.00,0.00,0.040,0.00,-6.00,0.100,-0.10,0.00,0.150,-0.15,5.33,0.150,-0.15,,SPC,-10.746,0.163,0.010,-6.198,-0.012,5.257,SPCMIN,-10.746,-10.655,-0.005,-6.198,-0.046,5.051,SPCMAX,-10.479,-10.492,0.005,-6.000,-0.012,5.257,SPEC,-10.50,0.200,-0.20,0.00,0.260,0.00,0.00,0.040,0.00,-6.00,0.100,-0.10,0.00,0.150,-0.15,5.33,0.150,-0.15,RawUp,-10.453,-10.515,-10.442,-10.482,-10.334,-10.358,-10.336,-10.357,RawDown,5.378,5.354,5.376,5.281,-5.987,-5.947,-5.857,0.123,0.146,0.131,0.146,0.134,-5.895,0.062,0.120,0.136,-5.859,0.088,RawUpSTATUS,False,False,False,False,False,False,False,False,RawDownSTATUS,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,RawUpGT,2.476,2.589,2.418,2.408,2.348,2.398,2.319,2.313,RawDownGT,2.237,2.237,1.964,1.846,1.847,1.902,2.087,2.196,2.143,2.156,2.148,2.221,2.159,2.257,2.174,2.185,2.180,2.269,
20181104-155523,20181104-155607,NG,上表面轮廓度 -10.744 超差|下表面轮廓度 -6.195 超差|,44.52,,VaporChamber,LeftStation-A117VC,SPC,-10.744,0.160,0.011,-6.195,-0.010,5.256,SPC MIN,-10.744,-10.651,-0.006,-6.195,-0.047,5.055,SPC MAX,-10.481,-10.491,0.005,-6.001,-0.010,5.256,SPEC,-10.50,0.200,-0.20,0.00,0.260,0.00,0.00,0.040,0.00,-6.00,0.100,-0.10,0.00,0.150,-0.15,5.33,0.150,-0.15,,SPC,-10.744,0.160,0.011,-6.195,-0.010,5.256,SPCMIN,-10.744,-10.651,-0.006,-6.195,-0.047,5.055,SPCMAX,-10.481,-10.491,0.005,-6.001,-0.010,5.256,SPEC,-10.50,0.200,-0.20,0.00,0.260,0.00,0.00,0.040,0.00,-6.00,0.100,-0.10,0.00,0.150,-0.15,5.33,0.150,-0.15,RawUp,-10.456,-10.519,-10.446,-10.480,-10.337,-10.352,-10.332,-10.356,RawDown,5.377,5.353,5.376,5.279,-5.988,-5.947,-5.858,0.122,0.145,0.129,0.144,0.133,-5.896,0.062,0.120,0.136,-5.860,0.087,RawUpSTATUS,False,False,False,False,False,False,False,False,RawDownSTATUS,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,RawUpGT,2.479,2.593,2.422,2.405,2.351,2.392,2.315,2.313,RawDownGT,2.237,2.236,1.964,1.844,1.846,1.901,2.086,2.196,2.142,2.155,2.146,2.220,2.159,2.256,2.174,2.185,2.180,2.268,
20181104-155610,20181104-155655,NG,上表面轮廓度 -10.745 超差|下表面轮廓度 -6.198 超差|,44.51,,VaporChamber,LeftStation-A117VC,SPC,-10.745,0.164,0.010,-6.198,-0.011,5.254,SPC MIN,-10.745,-10.653,-0.005,-6.198,-0.045,5.052,SPC MAX,-10.478,-10.490,0.005,-6.003,-0.011,5.254,SPEC,-10.50,0.200,-0.20,0.00,0.260,0.00,0.00,0.040,0.00,-6.00,0.100,-0.10,0.00,0.150,-0.15,5.33,0.150,-0.15,,SPC,-10.745,0.164,0.010,-6.198,-0.011,5.254,SPCMIN,-10.745,-10.653,-0.005,-6.198,-0.045,5.052,SPCMAX,-10.478,-10.490,0.005,-6.003,-0.011,5.254,SPEC,-10.50,0.200,-0.20,0.00,0.260,0.00,0.00,0.040,0.00,-6.00,0.100,-0.10,0.00,0.150,-0.15,5.33,0.150,-0.15,RawUp,-10.449,-10.515,-10.443,-10.476,-10.331,-10.353,-10.336,-10.356,RawDown,5.381,5.353,5.374,5.282,-5.987,-5.947,-5.857,0.124,0.148,0.132,0.147,0.134,-5.895,0.065,0.122,0.139,-5.858,0.089,RawUpSTATUS,False,False,False,False,False,False,False,False,RawDownSTATUS,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,RawUpGT,2.472,2.589,2.420,2.402,2.345,2.393,2.318,2.313,RawDownGT,2.240,2.235,1.962,1.847,1.847,1.901,2.087,2.198,2.145,2.158,2.149,2.221,2.159,2.260,2.176,2.188,2.181,2.270,
20181104-155658,20181104-155742,NG,上表面轮廓度 -10.745 超差|下表面轮廓度 -6.199 超差|,44.46,,VaporChamber,LeftStation-A117VC,SPC,-10.745,0.169,0.009,-6.199,-0.011,5.256,SPC MIN,-10.745,-10.654,-0.004,-6.199,-0.045,5.054,SPC MAX,-10.476,-10.485,0.005,-6.002,-0.011,5.256,SPEC,-10.50,0.200,-0.20,0.00,0.260,0.00,0.00,0.040,0.00,-6.00,0.100,-0.10,0.00,0.150,-0.15,5.33,0.150,-0.15,,SPC,-10.745,0.169,0.009,-6.199,-0.011,5.256,SPCMIN,-10.745,-10.654,-0.004,-6.199,-0.045,5.054,SPCMAX,-10.476,-10.485,0.005,-6.002,-0.011,5.256,SPEC,-10.50,0.200,-0.20,0.00,0.260,0.00,0.00,0.040,0.00,-6.00,0.100,-0.10,0.00,0.150,-0.15,5.33,0.150,-0.15,RawUp,-10.455,-10.517,-10.442,-10.476,-10.332,-10.355,-10.336,-10.355,RawDown,5.375,5.351,5.373,5.282,-5.989,-5.949,-5.860,0.121,0.145,0.129,0.143,0.131,-5.898,0.060,0.118,0.135,-5.861,0.087,RawUpSTATUS,False,False,False,False,False,False,False,False,RawDownSTATUS,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,RawUpGT,2.478,2.591,2.419,2.401,2.346,2.395,2.318,2.312,RawDownGT,2.234,2.233,1.961,1.847,1.844,1.899,2.084,2.194,2.142,2.155,2.145,2.218,2.157,2.255,2.172,2.183,2.178,2.268,
20181104-155746,20181104-155831,NG,上表面轮廓度 -10.744 超差|下表面轮廓度 -6.198 超差|,44.41,,VaporChamber,LeftStation-A117VC,SPC,-10.744,0.164,0.010,-6.198,-0.009,5.253,SPC MIN,-10.744,-10.653,-0.005,-6.198,-0.045,5.055,SPC MAX,-10.480,-10.489,0.005,-6.003,-0.009,5.253,SPEC,-10.50,0.200,-0.20,0.00,0.260,0.00,0.00,0.040,0.00,-6.00,0.100,-0.10,0.00,0.150,-0.15,5.33,0.150,-0.15,,SPC,-10.744,0.164,0.010,-6.198,-0.009,5.253,SPCMIN,-10.744,-10.653,-0.005,-6.198,-0.045,5.055,SPCMAX,-10.480,-10.489,0.005,-6.003,-0.009,5.253,SPEC,-10.50,0.200,-0.20,0.00,0.260,0.00,0.00,0.040,0.00,-6.00,0.100,-0.10,0.00,0.150,-0.15,5.33,0.150,-0.15,RawUp,-10.454,-10.517,-10.443,-10.476,-10.334,-10.353,-10.336,-10.357,RawDown,5.376,5.350,5.375,5.282,-5.989,-5.948,-5.860,0.123,0.147,0.131,0.145,0.135,-5.897,0.063,0.121,0.138,-5.859,0.089,RawUpSTATUS,False,False,False,False,False,False,False,False,RawDownSTATUS,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,RawUpGT,2.477,2.591,2.419,2.401,2.348,2.393,2.318,2.314,RawDownGT,2.235,2.233,1.963,1.847,1.845,1.900,2.084,2.197,2.144,2.157,2.147,2.222,2.158,2.258,2.175,2.186,2.181,2.270,
20181104-155835,20181104-155919,NG,上表面轮廓度 -10.744 超差|下表面轮廓度 -6.198 超差|,44.46,,VaporChamber,LeftStation-A117VC,SPC,-10.744,0.165,0.009,-6.198,-0.009,5.254,SPC MIN,-10.744,-10.652,-0.005,-6.198,-0.047,5.052,SPC MAX,-10.480,-10.488,0.005,-6.004,-0.009,5.254,SPEC,-10.50,0.200,-0.20,0.00,0.260,0.00,0.00,0.040,0.00,-6.00,0.100,-0.10,0.00,0.150,-0.15,5.33,0.150,-0.15,,SPC,-10.744,0.165,0.009,-6.198,-0.009,5.254,SPCMIN,-10.744,-10.652,-0.005,-6.198,-0.047,5.052,SPCMAX,-10.480,-10.488,0.005,-6.004,-0.009,5.254,SPEC,-10.50,0.200,-0.20,0.00,0.260,0.00,0.00,0.040,0.00,-6.00,0.100,-0.10,0.00,0.150,-0.15,5.33,0.150,-0.15,RawUp,-10.450,-10.517,-10.446,-10.476,-10.333,-10.354,-10.336,-10.358,RawDown,5.381,5.350,5.374,5.279,-5.989,-5.951,-5.860,0.123,0.147,0.131,0.144,0.133,-5.897,0.061,0.121,0.138,-5.859,0.089,RawUpSTATUS,False,False,False,False,False,False,False,False,RawDownSTATUS,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,RawUpGT,2.473,2.591,2.422,2.401,2.347,2.394,2.318,2.315,RawDownGT,2.241,2.232,1.962,1.844,1.845,1.897,2.084,2.196,2.144,2.157,2.146,2.220,2.158,2.256,2.174,2.187,2.181,2.270,
20181104-155922,20181104-160006,NG,上表面轮廓度 -10.754 超差|下表面轮廓度 -6.205 超差|,44.21,,VaporChamber,LeftStation-A117VC,SPC,-10.754,0.179,0.011,-6.205,-0.012,5.257,SPC MIN,-10.754,-10.662,-0.006,-6.205,-0.044,5.043,SPC MAX,-10.479,-10.484,0.005,-6.000,-0.012,5.257,SPEC,-10.50,0.200,-0.20,0.00,0.260,0.00,0.00,0.040,0.00,-6.00,0.100,-0.10,0.00,0.150,-0.15,5.33,0.150,-0.15,,SPC,-10.754,0.179,0.011,-6.205,-0.012,5.257,SPCMIN,-10.754,-10.662,-0.006,-6.205,-0.044,5.043,SPCMAX,-10.479,-10.484,0.005,-6.000,-0.012,5.257,SPEC,-10.50,0.200,-0.20,0.00,0.260,0.00,0.00,0.040,0.00,-6.00,0.100,-0.10,0.00,0.150,-0.15,5.33,0.150,-0.15,RawUp,-10.450,-10.516,-10.445,-10.476,-10.334,-10.352,-10.332,-10.355,RawDown,5.380,5.350,5.374,5.281,-5.987,-5.948,-5.858,0.124,0.148,0.129,0.146,0.133,-5.896,0.061,0.119,0.136,-5.858,0.090,RawUpSTATUS,False,False,False,False,False,False,False,False,RawDownSTATUS,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,RawUpGT,2.473,2.590,2.421,2.402,2.348,2.392,2.315,2.311,RawDownGT,2.240,2.233,1.962,1.846,1.847,1.900,2.086,2.198,2.145,2.155,2.148,2.220,2.159,2.255,2.173,2.185,2.181,2.271,
20181104-173259,20181104-173401,NG,上表面轮廓度 -6.223 超差|上表面平行度 0.328 超差|,62.52,,VaporChamber,LeftStation-A117VC,SPC,-6.223,0.328,0.000,-6.000,-0.109,5.222,SPC MIN,-6.223,-6.223,0.000,-6.000,-0.114,5.212,SPC MAX,-5.894,-5.894,0.000,-6.000,-0.109,5.222,SPEC,-10.50,0.200,-0.20,0.00,0.260,0.00,0.00,0.040,0.00,-6.00,0.100,-0.10,0.00,0.150,-0.15,5.33,0.150,-0.15,,SPC,-6.223,0.328,0.000,-6.000,-0.109,5.222,SPCMIN,-6.223,-6.223,0.000,-6.000,-0.114,5.212,SPCMAX,-5.894,-5.894,0.000,-6.000,-0.109,5.222,SPEC,-10.50,0.200,-0.20,0.00,0.260,0.00,0.00,0.040,0.00,-6.00,0.100,-0.10,0.00,0.150,-0.15,5.33,0.150,-0.15,RawUp,-7.976,-7.925,-8.023,-8.074,-7.985,-7.959,-8.017,-8.043,RawDown,3.140,3.117,3.412,3.435,-7.830,-7.845,-7.941,-2.074,-1.994,-2.022,-1.999,-2.087,-8.051,-2.195,-2.050,-2.045,-8.036,-2.181,RawUpSTATUS,False,False,False,False,False,False,False,False,RawDownSTATUS,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,RawUpGT,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,RawDownGT,-0.001,-0.001,-0.001,-0.001,0.003,0.003,0.003,-0.001,0.003,0.003,0.003,-0.001,0.003,-0.001,0.003,0.003,0.003,0.000,
20181104-185705,20181104-185803,NG,上表面轮廓度 -6.223 超差|上表面平行度 0.328 超差|,57.91,,VaporChamber,LeftStation-A117VC,SPC,-6.223,0.328,0.000,-6.000,-0.110,5.222,SPC MIN,-6.223,-6.223,0.000,-6.000,-0.114,5.212,SPC MAX,-5.894,-5.894,0.000,-6.000,-0.110,5.222,SPEC,-10.50,0.200,-0.20,0.00,0.260,0.00,0.00,0.040,0.00,-6.00,0.100,-0.10,0.00,0.150,-0.15,5.33,0.150,-0.15,,SPC,-6.223,0.328,0.000,-6.000,-0.110,5.222,SPCMIN,-6.223,-6.223,0.000,-6.000,-0.114,5.212,SPCMAX,-5.894,-5.894,0.000,-6.000,-0.110,5.222,SPEC,-10.50,0.200,-0.20,0.00,0.260,0.00,0.00,0.040,0.00,-6.00,0.100,-0.10,0.00,0.150,-0.15,5.33,0.150,-0.15,RawUp,-7.976,-7.925,-8.023,-8.074,-7.985,-7.959,-8.017,-8.043,RawDown,-2.048,-2.054,-1.996,-1.990,-2.022,-2.181,-2.195,-2.087,-2.074,-8.036,-8.052,-7.846,-7.830,-7.941,3.140,3.435,3.412,3.117,RawUpSTATUS,False,False,False,False,False,False,False,False,RawDownSTATUS,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,RawUpGT,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,RawDownGT,0.003,0.003,0.003,0.003,0.003,-0.001,-0.001,-0.001,-0.001,0.003,0.003,0.003,0.003,0.003,-0.001,-0.001,-0.001,-0.001,
20181104-190014,20181104-190100,NG,下表面轮廓度 -6.162 超差|,46.84,,VaporChamber,LeftStation-A117VC,SPC,-10.698,0.127,0.008,-6.162,0.029,5.277,SPC MIN,-10.698,-10.605,-0.004,-6.162,-0.064,5.103,SPC MAX,-10.445,-10.478,0.004,-5.990,0.029,5.277,SPEC,-10.50,0.200,-0.20,0.00,0.260,0.00,0.00,0.040,0.00,-6.00,0.100,-0.10,0.00,0.150,-0.15,5.33,0.150,-0.15,,SPC,-10.698,0.127,0.008,-6.162,0.029,5.277,SPCMIN,-10.698,-10.605,-0.004,-6.162,-0.064,5.103,SPCMAX,-10.445,-10.478,0.004,-5.990,0.029,5.277,SPEC,-10.50,0.200,-0.20,0.00,0.260,0.00,0.00,0.040,0.00,-6.00,0.100,-0.10,0.00,0.150,-0.15,5.33,0.150,-0.15,RawUp,-10.456,-10.523,-10.450,-10.480,-10.337,-10.358,-10.340,-10.364,RawDown,0.133,0.114,0.109,0.142,0.129,0.084,0.060,0.131,0.119,-5.869,-5.906,-5.955,-5.995,-5.862,5.378,5.277,5.368,5.347,RawUpSTATUS,False,False,False,False,False,False,False,False,RawDownSTATUS,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,RawUpGT,2.479,2.597,2.426,2.406,2.351,2.398,2.322,2.320,RawDownGT,2.185,2.171,2.108,2.135,2.155,2.265,2.255,2.218,2.192,2.170,2.149,1.894,1.838,2.082,2.238,1.842,1.956,2.230,
20181104-191633,20181104-191717,NG,上表面轮廓度 -69.232 超差|下表面轮廓度 -6.209 超差|,43.28,,FullModule,LeftStation-A117FullModule,SPC,-69.232,0.009,-6.209,-0.011,5.257,SPC MIN,-69.232,-0.004,-6.209,-0.042,5.043,SPC MAX,-69.089,0.005,-6.008,-0.011,5.257,SPEC,-71.50,0.200,-0.20,0.00,0.040,0.00,6.00,0.100,-0.10,0.00,0.150,-0.15,5.33,0.150,-0.15,,SPC,-69.232,0.009,-6.209,-0.011,5.257,SPCMIN,-69.232,-0.004,-6.209,-0.042,5.043,SPCMAX,-69.089,0.005,-6.008,-0.011,5.257,SPEC,-71.50,0.200,-0.20,0.00,0.040,0.00,6.00,0.100,-0.10,0.00,0.150,-0.15,5.33,0.150,-0.15,RawUp,-68.985,-68.921,-69.014,-69.079,-68.986,-68.960,-69.024,-69.050,RawDown,0.130,0.111,0.141,0.141,0.127,0.084,0.058,0.131,0.118,-5.872,-5.910,-5.954,-5.995,-5.861,5.374,5.277,5.370,5.345,RawUpSTATUS,False,False,False,False,False,False,False,False,RawDownSTATUS,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,RawUpGT,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,RawDownGT,2.180,2.167,2.142,2.137,2.153,2.265,2.253,2.218,2.192,2.167,2.145,1.895,1.838,2.083,2.234,1.842,1.958,2.228,
20181104-191736,20181104-191736,NONE,,0.00,CORR TEST START,,,SPC,SPC MIN,SPC MAX,SPEC,,SPC,SPCMIN,SPCMAX,SPEC,RawUp,RawDown,RawUpSTATUS,RawDownSTATUS,RawUpGT,RawDownGT,
